0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Клапан,Клапан прямого действия,Прокладка,"Прокладка, черт. № НД8П5000/32.00.00.000РЭ, поз. 7, рис.3, иден.№ 901.88.72, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771280,51482010,Утвержден (имеет код SAP),ERSZ,3,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Клапан,Клапан прямого действия,Седло клапана,"Седло, черт. № НД8П5000/32.00.00.000РЭ, поз. 9, рис.3, иден.№ 208.01.32-02-02, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771283,51481974,Утвержден (имеет код SAP),ERSZ,4,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Клапан,Клапан прямого действия,Шарик клапана,"Шарик D 44,45, черт. № НД8П5000/32.00.00.000РЭ, поз. 10, рис.3, иден. № ТУ37.006.103-79, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771269,51481990,Утвержден (имеет код SAP),ERSZ,4,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Уплотнения,Манжета,,"Манжета S1-ЭПДК Ф30хФ40х5, черт. № НД8П5000/32.00.00.000РЭ, поз. 16, рис.3, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771271,51481958,Утвержден (имеет код SAP),ERSZ,3,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,MARK,Уплотнительная манжета,1,компл,ПС,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Уплотнения,Манжета,,"Манжета K1-ЭПДК Ф65хФ80х7, черт. № НД8П5000/32.00.00.000РЭ, поз. 28, рис.3, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771272,51481969,Утвержден (имеет код SAP),ERSZ,2,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,MARK,Уплотнительная манжета,1,компл,ПС,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Уплотнения,Эластомерное,Кольцо,"Кольцо РО Ф20хФ24х2,5 ЭКОРАББЕР-3, черт. № НД8П5000/32.00.00.000РЭ, поз. 30, рис.3, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771315,51482961,Утвержден (имеет код SAP),ERSZ,2,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,MARK,Эластомерные уплотнения (O-ring),1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо РО-ЭПДК Ф44хФ48х2,5, черт. № НД8П5000/32.00.00.000РЭ, поз. 21,22, рис.3, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771317,51482839,Утвержден (имеет код SAP),ERSZ,2,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,MARK,Эластомерные уплотнения (O-ring),1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо РО-ЭПДК Ф85хФ92х3,5, черт. № НД8П5000/32.00.00.000РЭ, поз. 26, рис.3, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771318,51482918,Утвержден (имеет код SAP),ERSZ,1,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,MARK,Эластомерные уплотнения (O-ring),1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо РО-ЭПДК Ф95хФ100х3,0, черт. № НД8П5000/32.00.00.000РЭ, поз. 32, рис.3, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771319,51482919,Утвержден (имеет код SAP),ERSZ,1,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,MARK,Эластомерные уплотнения (O-ring),1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Поршень/плунжер,Кольцо поршневое,Кольцо несущее,"Кольцо направляющее F2 ЭКОТАЛ Ф60хФ80х8, черт. № НД8П5000/32.00.00.000РЭ, поз. 29, рис.3, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771322,51482836,Утвержден (имеет код SAP),ERSZ,1,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,MARK,Узел уплотнения плунжера,1,компл,,+,+,1 компл.(на все ряды одного насоса),на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Привод,Червячная передача,Вал червяка,"Червяк, черт. № НД8П5000/32.00.00.000РЭ, поз. 14, рис.4, иден.№ ЭХ.2921.00.00.013, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771288,51481956,Утвержден (имеет код SAP),ERSZ,1,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,118,,MARK,Зубчатая передача,1,компл,ПС,ПС,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Подшипники,Подшипники качения,Радиально-упорный шариковый подшипник,Подшипник 156704 Е2 ГОСТ 520-2011,771652,51483548,Утвержден (имеет код SAP),ERSZ,1,ШТ,,01.06.2017,118,,MARK,Подшипники узла регулирования (на марку насоса),1,компл,ПС,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Подшипники,Подшипники качения,Подшипник радиальный роликовый,Подшипник 6У-537909 К1С17 ГОСТ 8338-75,407730,50842733,Утвержден (имеет код SAP),ERSZ,2,ШТ,,01.06.2017,118,,MARK,Подшипники узла регулирования (на марку насоса),1,компл,ПС,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-626А,132969,Насос центробежный вихревой,П164,ВКС-4/28,Подшипники,Подшипники качения,Радиальный шариковый подшипник,Подшипник SKF 6306-2Z (аналог FAG 6306-2Z),303661,50843166,Утвержден (имеет код SAP),ERSZ,2,ШТ,SKF,29.05.2020,0,Подшипник SKF 6306-2Z,TYPES,Подшипники качения (типовые),1,компл,,+,+,10%,Неснижаемый остаток
Цех №4,ЛЧ-35-11/600,Н-626Б,132970,Насос центробежный вихревой,П163,ВКС-4/28,Подшипники,Подшипники качения,Радиальный шариковый подшипник,Подшипник SKF 6306-2Z (аналог FAG 6306-2Z),303661,50843166,Утвержден (имеет код SAP),ERSZ,2,ШТ,SKF,29.05.2020,0,Подшипник SKF 6306-2Z,TYPES,Подшипники качения (типовые),1,компл,,+,+,10%,Неснижаемый остаток
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Подшипники,Подшипники качения,Радиальный шариковый подшипник,Подшипник SKF 6203 (аналог FAG 6203-C),303580,50843048,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKF,01.01.2010,52339,Подшипник SKF 6203,TYPES,Подшипники узла регулирования (типовые),1,компл,ПС,+,+,10%,Неснижаемый остаток
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Подшипники,Подшипники качения,Радиальный шариковый подшипник,Подшипник SKF 6203-2RSH/C3 (аналог FAG 6203-C-2RSR-C3),277491,50843050,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKF,01.01.2010,52339,Подшипник SKF 6203-2RSH/C3,TYPES,Подшипники узла регулирования (типовые),1,компл,ПС,+,+,10%,Неснижаемый остаток
Цех №4,ЛЧ-35-11/600,Н-613Б,187251,Насос поршневой,28,НД8П5000/32К14В-УХЛ2,Поршень/плунжер,Плунжер в сборе,,"Плунжер, черт. № НД8П5000/32.00.00.000РЭ, поз. 1, рис. 3, иден.№ НД8П5000/32.04.01.000-02, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771266,51481963,Утвержден (имеет код SAP),ERSZ,1,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,86,,MARK,Плунжер (поршень),1,компл,,ПС,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613Б,187251,Насос поршневой,28,НД8П5000/32К14В-УХЛ2,Клапан,Клапан прямого действия,,"Клапан нагнетательный, черт. № НД8П5000/32.00.00.000РЭ, поз. 4, рис.3, иден.№ НД8П5000/32.05.11.000-02, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771284,51482041,Утвержден (имеет код SAP),ERSZ,1,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,86,,MARK,"Клапан всасывающий, клапан нагнетательный",1,компл,ПС,ПС,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613Б,187251,Насос поршневой,28,НД8П5000/32К14В-УХЛ2,Клапан,Клапан прямого действия,,"Клапан всасывающий, черт. № НД8П5000/32.00.00.000РЭ, поз. 3, рис.3, иден.№ НД8П5000/32.05.12.000-02, насос НД8П5000/32К14В-УХЛ2, Саратов ""Нефтемаш"" - САПКОН",771285,51482042,Утвержден (имеет код SAP),ERSZ,1,ШТ,"Саратов ""Нефтемаш"" - САПКОН",01.06.2017,86,,MARK,"Клапан всасывающий, клапан нагнетательный",1,компл,ПС,ПС,+,1 компл.,на группу однотипного оборудования
